x,y,elevation,banking,w_tr_right_m,w_tr_left_m
859.069056,-1217.290995,0.0,0.0,4.977,4.783
860.646342,-1222.035965,0.0,0.0,4.983,4.83
862.224162,-1226.780825,0.0,0.0,4.989,4.877
863.791938,-1231.527852,0.0,0.0,4.85,4.865
865.296748,-1236.288448,0.0,0.0,4.71,4.853
866.675083,-1241.076296,0.0,0.0,4.571,4.842
867.863435,-1245.90508,0.0,0.0,4.62,5.05
868.798293,-1250.78848,0.0,0.0,4.675,5.192
869.41612,-1255.739342,0.0,0.0,4.704,5.298
869.65223,-1260.738034,0.0,0.0,4.759,5.362
869.440451,-1265.722793,0.0,0.0,4.88,5.214
868.714509,-1270.629052,0.0,0.0,4.991,5.22
867.408134,-1275.392239,0.0,0.0,5.076,5.13
865.455053,-1279.947787,0.0,0.0,5.095,5.014
862.814155,-1284.235561,0.0,0.0,5.002,4.899
859.627491,-1288.227723,0.0,0.0,4.795,4.943
856.118122,-1291.910719,0.0,0.0,4.587,4.818
852.457604,-1295.273334,0.0,0.0,4.379,4.584
848.614056,-1298.31327,0.0,0.0,4.294,4.704
844.506252,-1301.030871,0.0,0.0,4.439,4.409
840.152603,-1303.513231,0.0,0.0,4.528,4.295
835.788849,-1306.036657,0.0,0.0,4.6,4.237
831.676217,-1308.897905,0.0,0.0,4.449,4.328
827.95907,-1312.227449,0.0,0.0,4.281,4.433
824.633247,-1315.944439,0.0,0.0,4.605,4.249
821.686168,-1319.963035,0.0,0.0,4.622,4.247
819.109862,-1324.231207,0.0,0.0,4.457,4.352
816.897552,-1328.705184,0.0,0.0,4.379,4.349
815.056061,-1333.347396,0.0,0.0,4.414,4.322
813.621756,-1338.13373,0.0,0.0,4.463,4.291
812.635098,-1343.041248,0.0,0.0,4.377,4.29
812.144556,-1348.025517,0.0,0.0,4.282,4.308
812.208713,-1353.01494,0.0,0.0,4.448,4.242
812.875421,-1357.940311,0.0,0.0,4.26,4.289
814.030066,-1362.791345,0.0,0.0,4.273,4.273
815.436842,-1367.601716,0.0,0.0,4.322,4.212
816.87894,-1372.403009,0.0,0.0,4.348,4.21
818.295122,-1377.20451,0.0,0.0,4.368,4.222
819.691503,-1382.00585,0.0,0.0,4.389,4.234
821.074466,-1386.806622,0.0,0.0,4.409,4.246
822.450396,-1391.606418,0.0,0.0,4.43,4.258
823.825676,-1396.404831,0.0,0.0,4.45,4.27
825.206691,-1401.201452,0.0,0.0,4.471,4.281
826.599823,-1405.995875,0.0,0.0,4.491,4.293
828.011458,-1410.787692,0.0,0.0,4.512,4.305
829.447978,-1415.576495,0.0,0.0,4.532,4.317
830.915768,-1420.361876,0.0,0.0,4.553,4.329
832.412746,-1425.144812,0.0,0.0,4.573,4.341
833.904208,-1429.931604,0.0,0.0,4.594,4.353
835.347591,-1434.729839,0.0,0.0,4.614,4.365
836.700334,-1439.547104,0.0,0.0,4.606,4.404
837.919876,-1444.390985,0.0,0.0,4.439,4.591
838.963632,-1449.268866,0.0,0.0,4.271,4.778
839.788218,-1454.180851,0.0,0.0,4.187,4.879
840.34924,-1459.117895,0.0,0.0,4.282,4.792
840.602241,-1464.070368,0.0,0.0,4.335,4.661
840.502765,-1469.028642,0.0,0.0,4.338,4.474
840.006355,-1473.983087,0.0,0.0,4.47,4.41
839.072784,-1478.918329,0.0,0.0,4.432,4.465
837.691692,-1483.778428,0.0,0.0,4.371,4.355
835.865575,-1488.489981,0.0,0.0,4.42,4.172
833.596978,-1492.979517,0.0,0.0,4.417,4.195
830.888449,-1497.173566,0.0,0.0,4.192,4.251
827.742752,-1500.999002,0.0,0.0,3.987,4.557
824.200907,-1504.442635,0.0,0.0,4.2,4.715
820.38545,-1507.619009,0.0,0.0,4.388,4.693
816.428121,-1510.65781,0.0,0.0,4.506,4.649
812.416515,-1513.644879,0.0,0.0,4.625,4.604
808.383513,-1516.611724,0.0,0.0,4.675,4.564
804.353334,-1519.581454,0.0,0.0,4.688,4.525
800.330243,-1522.558154,0.0,0.0,4.7,4.487
796.313779,-1525.541404,0.0,0.0,4.705,4.463
792.303481,-1528.530781,0.0,0.0,4.693,4.47
788.298889,-1531.525864,0.0,0.0,4.682,4.477
784.29954,-1534.526232,0.0,0.0,4.67,4.484
780.304975,-1537.531464,0.0,0.0,4.659,4.491
776.314731,-1540.541137,0.0,0.0,4.647,4.498
772.328349,-1543.554831,0.0,0.0,4.636,4.505
768.345368,-1546.572125,0.0,0.0,4.624,4.512
764.365325,-1549.592596,0.0,0.0,4.613,4.519
760.387761,-1552.615823,0.0,0.0,4.601,4.526
756.412214,-1555.641386,0.0,0.0,4.59,4.533
752.438224,-1558.668862,0.0,0.0,4.578,4.54
748.465329,-1561.69783,0.0,0.0,4.567,4.548
744.493068,-1564.727869,0.0,0.0,4.555,4.555
740.520981,-1567.758557,0.0,0.0,4.544,4.562
736.548607,-1570.789473,0.0,0.0,4.532,4.569
732.575484,-1573.820195,0.0,0.0,4.521,4.576
728.601151,-1576.850303,0.0,0.0,4.509,4.583
724.625149,-1579.879374,0.0,0.0,4.498,4.59
720.647024,-1582.906995,0.0,0.0,4.486,4.597
716.66664,-1585.932998,0.0,0.0,4.475,4.604
712.684251,-1588.957526,0.0,0.0,4.463,4.611
708.700137,-1591.980737,0.0,0.0,4.452,4.618
704.714576,-1595.002792,0.0,0.0,4.44,4.625
700.727846,-1598.023851,0.0,0.0,4.429,4.632
696.740226,-1601.044073,0.0,0.0,4.417,4.639
692.751994,-1604.06362,0.0,0.0,4.406,4.647
688.76343,-1607.08265,0.0,0.0,4.394,4.654
684.774812,-1610.101323,0.0,0.0,4.383,4.661
680.786419,-1613.1198,0.0,0.0,4.371,4.668
676.798528,-1616.13824,0.0,0.0,4.36,4.675
672.811419,-1619.156804,0.0,0.0,4.348,4.682
668.825371,-1622.175652,0.0,0.0,4.337,4.689
664.840661,-1625.194942,0.0,0.0,4.325,4.696
660.85757,-1628.214836,0.0,0.0,4.313,4.703
656.876374,-1631.235493,0.0,0.0,4.302,4.71
652.897353,-1634.257074,0.0,0.0,4.29,4.717
648.920786,-1637.279738,0.0,0.0,4.279,4.724
644.946951,-1640.303644,0.0,0.0,4.267,4.731
640.976126,-1643.328954,0.0,0.0,4.256,4.738
637.008591,-1646.355827,0.0,0.0,4.244,4.746
633.044592,-1649.38441,0.0,0.0,4.233,4.753
629.083228,-1652.41437,0.0,0.0,4.221,4.76
625.122183,-1655.444786,0.0,0.0,4.21,4.767
621.159051,-1658.474699,0.0,0.0,4.198,4.774
617.191428,-1661.50315,0.0,0.0,4.187,4.781
613.216908,-1664.529179,0.0,0.0,4.175,4.788
609.233087,-1667.551827,0.0,0.0,4.164,4.795
605.237558,-1670.570135,0.0,0.0,4.152,4.802
601.227917,-1673.583145,0.0,0.0,4.141,4.809
597.201759,-1676.589896,0.0,0.0,4.129,4.816
593.156678,-1679.589431,0.0,0.0,4.118,4.823
589.090195,-1682.580527,0.0,0.0,4.106,4.83
584.987344,-1685.517426,0.0,0.0,4.095,4.837
580.806682,-1688.259974,0.0,0.0,4.327,4.657
576.503393,-1690.655975,0.0,0.0,4.696,4.372
572.032662,-1692.553238,0.0,0.0,4.49,4.618
567.349672,-1693.799568,0.0,0.0,4.228,4.904
562.418057,-1694.259438,0.0,0.0,4.282,4.744
557.31711,-1694.025405,0.0,0.0,4.311,4.656
552.20994,-1693.355328,0.0,0.0,4.308,4.663
547.242761,-1692.473813,0.0,0.0,4.478,4.495
542.433009,-1691.352017,0.0,0.0,4.782,4.191
537.74525,-1689.8567,0.0,0.0,4.485,4.516
533.183347,-1687.920493,0.0,0.0,4.064,4.971
528.799269,-1685.556728,0.0,0.0,4.136,4.765
524.647899,-1682.783625,0.0,0.0,4.285,4.533
520.784122,-1679.619404,0.0,0.0,4.471,4.351
517.26282,-1676.082286,0.0,0.0,4.462,4.355
514.136005,-1672.193518,0.0,0.0,4.289,4.499
511.436308,-1667.9948,0.0,0.0,4.129,4.629
509.188343,-1663.536289,0.0,0.0,4.196,4.547
507.416697,-1658.868171,0.0,0.0,4.255,4.484
506.145958,-1654.040629,0.0,0.0,4.291,4.485
505.400636,-1649.103865,0.0,0.0,4.307,4.499
505.193511,-1644.110389,0.0,0.0,4.236,4.57
505.513288,-1639.117463,0.0,0.0,4.179,4.583
506.345712,-1634.182926,0.0,0.0,4.19,4.517
507.676529,-1629.364622,0.0,0.0,4.419,4.303
509.491487,-1624.720394,0.0,0.0,4.342,4.368
511.77449,-1620.305495,0.0,0.0,4.265,4.445
514.485203,-1616.141141,0.0,0.0,4.265,4.482
517.566194,-1612.224534,0.0,0.0,4.279,4.497
520.959676,-1608.552376,0.0,0.0,4.298,4.503
524.607857,-1605.121366,0.0,0.0,4.136,4.755
528.453317,-1601.927626,0.0,0.0,4.145,4.79
532.45038,-1598.948843,0.0,0.0,4.551,4.309
536.567294,-1596.140849,0.0,0.0,4.657,4.17
540.773112,-1593.458212,0.0,0.0,4.557,4.267
545.036886,-1590.855498,0.0,0.0,4.568,4.275
549.327671,-1588.287276,0.0,0.0,4.582,4.28
553.617319,-1585.712389,0.0,0.0,4.595,4.286
557.896076,-1583.11778,0.0,0.0,4.609,4.292
562.161612,-1580.501724,0.0,0.0,4.622,4.297
566.411612,-1577.862532,0.0,0.0,4.636,4.303
570.643766,-1575.198511,0.0,0.0,4.65,4.309
574.855986,-1572.508175,0.0,0.0,4.663,4.314
579.049095,-1569.792664,0.0,0.0,4.677,4.32
583.22595,-1567.05496,0.0,0.0,4.69,4.325
587.389446,-1564.298077,0.0,0.0,4.672,4.355
591.54248,-1561.525033,0.0,0.0,4.648,4.389
595.687949,-1558.738843,0.0,0.0,4.623,4.423
599.828749,-1555.942523,0.0,0.0,4.598,4.458
603.967778,-1553.139091,0.0,0.0,4.573,4.492
608.107931,-1550.331563,0.0,0.0,4.548,4.526
612.252105,-1547.522955,0.0,0.0,4.5,4.541
616.403198,-1544.716282,0.0,0.0,4.439,4.545
620.557331,-1541.907668,0.0,0.0,4.377,4.549
624.666155,-1539.047969,0.0,0.0,4.359,4.511
628.663383,-1536.069786,0.0,0.0,4.475,4.345
632.48268,-1532.905671,0.0,0.0,4.591,4.179
636.05771,-1529.488175,0.0,0.0,4.668,4.221
639.322207,-1525.750142,0.0,0.0,4.704,4.266
642.219572,-1521.664482,0.0,0.0,4.664,4.242
644.712579,-1517.284425,0.0,0.0,4.547,4.406
646.766318,-1512.672787,0.0,0.0,4.417,4.604
648.345875,-1507.892385,0.0,0.0,4.411,4.534
649.416341,-1503.006036,0.0,0.0,4.467,4.465
649.947303,-1498.074491,0.0,0.0,4.569,4.402
649.965772,-1493.132161,0.0,0.0,4.758,4.389
649.538379,-1488.195278,0.0,0.0,4.852,4.302
648.732543,-1483.279712,0.0,0.0,4.806,4.26
647.615681,-1478.401337,0.0,0.0,4.614,4.382
646.25521,-1473.576023,0.0,0.0,4.495,4.447
644.713027,-1468.813888,0.0,0.0,4.425,4.473
643.031634,-1464.104846,0.0,0.0,4.455,4.526
641.249282,-1459.434376,0.0,0.0,4.508,4.587
639.404221,-1454.787961,0.0,0.0,4.56,4.647
637.5347,-1450.151081,0.0,0.0,4.613,4.707
635.674914,-1445.510752,0.0,0.0,4.665,4.767
633.832939,-1440.863864,0.0,0.0,4.718,4.828
632.006509,-1436.211223,0.0,0.0,4.77,4.888
630.19333,-1431.553643,0.0,0.0,4.823,4.948
628.391107,-1426.891937,0.0,0.0,4.876,5.008
626.597546,-1422.226922,0.0,0.0,4.928,5.068
624.810354,-1417.559411,0.0,0.0,4.981,5.129
623.027237,-1412.890218,0.0,0.0,5.033,5.189
621.2459,-1408.220157,0.0,0.0,5.086,5.249
619.46405,-1403.550044,0.0,0.0,5.138,5.309
617.679393,-1398.880693,0.0,0.0,5.191,5.369
615.889927,-1394.212816,0.0,0.0,5.243,5.43
614.097345,-1389.545846,0.0,0.0,5.296,5.49
612.305877,-1384.878335,0.0,0.0,5.344,5.544
610.519801,-1380.208819,0.0,0.0,5.381,5.581
608.743394,-1375.535833,0.0,0.0,5.417,5.617
606.980936,-1370.857914,0.0,0.0,5.454,5.654
605.236703,-1366.173597,0.0,0.0,5.49,5.691
603.514976,-1361.481417,0.0,0.0,5.527,5.728
601.820031,-1356.77991,0.0,0.0,5.563,5.765
600.156146,-1352.067613,0.0,0.0,5.6,5.802
598.527602,-1347.343059,0.0,0.0,5.605,5.827
596.938129,-1342.605005,0.0,0.0,5.56,5.835
595.387952,-1337.853607,0.0,0.0,5.516,5.842
593.875908,-1333.08958,0.0,0.0,5.471,5.849
592.400829,-1328.31364,0.0,0.0,5.427,5.856
590.961547,-1323.526504,0.0,0.0,5.382,5.864
589.556893,-1318.728885,0.0,0.0,5.338,5.871
588.185701,-1313.921501,0.0,0.0,5.294,5.878
586.846803,-1309.105067,0.0,0.0,5.229,5.828
585.53903,-1304.280299,0.0,0.0,5.117,5.637
584.261216,-1299.447912,0.0,0.0,5.005,5.446
583.012192,-1294.608623,0.0,0.0,4.893,5.255
581.790727,-1289.763137,0.0,0.0,4.781,5.064
580.594777,-1284.912035,0.0,0.0,4.669,4.873
579.421743,-1280.055811,0.0,0.0,4.557,4.682
578.269014,-1275.19496,0.0,0.0,4.445,4.49
577.133981,-1270.329973,0.0,0.0,4.384,4.389
576.014032,-1265.461346,0.0,0.0,4.388,4.399
574.906559,-1260.589569,0.0,0.0,4.392,4.409
573.808951,-1255.715138,0.0,0.0,4.395,4.418
572.718596,-1250.838544,0.0,0.0,4.399,4.428
571.632887,-1245.960282,0.0,0.0,4.402,4.437
570.549211,-1241.080844,0.0,0.0,4.406,4.447
569.465229,-1236.200684,0.0,0.0,4.409,4.457
568.38033,-1231.319996,0.0,0.0,4.413,4.466
567.294589,-1226.438871,0.0,0.0,4.417,4.476
566.208085,-1221.557401,0.0,0.0,4.42,4.485
565.120892,-1216.675679,0.0,0.0,4.424,4.495
564.033089,-1211.793796,0.0,0.0,4.427,4.504
562.944752,-1206.911843,0.0,0.0,4.431,4.514
561.855958,-1202.029913,0.0,0.0,4.434,4.524
560.766784,-1197.148096,0.0,0.0,4.438,4.533
559.677306,-1192.266485,0.0,0.0,4.441,4.543
558.587602,-1187.385172,0.0,0.0,4.445,4.552
557.497748,-1182.504248,0.0,0.0,4.449,4.562
556.407822,-1177.623805,0.0,0.0,4.452,4.572
555.317899,-1172.743934,0.0,0.0,4.456,4.581
554.228058,-1167.864728,0.0,0.0,4.459,4.591
553.138374,-1162.986277,0.0,0.0,4.463,4.6
552.048925,-1158.108675,0.0,0.0,4.466,4.61
550.959787,-1153.232012,0.0,0.0,4.47,4.619
549.871038,-1148.35638,0.0,0.0,4.468,4.627
548.782754,-1143.481871,0.0,0.0,4.453,4.628
547.695012,-1138.608576,0.0,0.0,4.437,4.63
546.607892,-1133.736585,0.0,0.0,4.422,4.631
545.5219,-1128.865637,0.0,0.0,4.406,4.632
544.438383,-1123.994782,0.0,0.0,4.391,4.634
543.358783,-1119.122986,0.0,0.0,4.375,4.635
542.284547,-1114.24922,0.0,0.0,4.36,4.637
541.217118,-1109.372451,0.0,0.0,4.345,4.638
540.15794,-1104.491648,0.0,0.0,4.329,4.64
539.108457,-1099.605779,0.0,0.0,4.314,4.641
538.070115,-1094.713813,0.0,0.0,4.298,4.642
537.044358,-1089.814719,0.0,0.0,4.283,4.644
536.032628,-1084.907464,0.0,0.0,4.267,4.645
535.036372,-1079.991017,0.0,0.0,4.252,4.647
534.052519,-1075.066254,0.0,0.0,4.236,4.648
533.062192,-1070.140729,0.0,0.0,4.221,4.65
532.043052,-1065.223459,0.0,0.0,4.205,4.651
530.972763,-1060.323459,0.0,0.0,4.2,4.631
529.828988,-1055.449746,0.0,0.0,4.246,4.501
528.589389,-1050.611335,0.0,0.0,4.292,4.371
527.231628,-1045.817244,0.0,0.0,4.39,4.274
525.733369,-1041.076488,0.0,0.0,4.527,4.201
524.072274,-1036.398084,0.0,0.0,4.665,4.129
522.226006,-1031.791047,0.0,0.0,4.671,4.092
520.172296,-1027.264408,0.0,0.0,4.617,4.072
517.897526,-1022.829148,0.0,0.0,4.58,4.082
515.405095,-1018.500075,0.0,0.0,4.609,4.207
512.700384,-1014.292444,0.0,0.0,4.635,4.328
509.788776,-1010.22151,0.0,0.0,4.628,4.373
506.675652,-1006.30253,0.0,0.0,4.62,4.417
503.366394,-1002.550757,0.0,0.0,4.641,4.423
499.866385,-998.981449,0.0,0.0,4.705,4.365
496.181006,-995.609859,0.0,0.0,4.77,4.308
492.31564,-992.451244,0.0,0.0,4.491,4.525
488.275668,-989.520859,0.0,0.0,4.26,4.7
484.066473,-986.833958,0.0,0.0,4.505,4.474
479.701962,-984.390516,0.0,0.0,4.638,4.315
475.225549,-982.137618,0.0,0.0,4.593,4.262
470.686806,-980.011372,0.0,0.0,4.547,4.209
466.107913,-978.004185,0.0,0.0,4.482,4.244
461.457746,-976.218032,0.0,0.0,4.411,4.308
456.700161,-974.765327,0.0,0.0,4.434,4.283
451.832016,-973.694153,0.0,0.0,4.567,4.154
446.887807,-972.979235,0.0,0.0,4.515,4.304
441.90303,-972.585327,0.0,0.0,4.399,4.523
436.900288,-972.403739,0.0,0.0,4.404,4.474
431.893482,-972.27691,0.0,0.0,4.408,4.426
426.8917,-972.10209,0.0,0.0,4.413,4.377
421.89503,-971.884323,0.0,0.0,4.418,4.329
416.902531,-971.640975,0.0,0.0,4.423,4.281
411.913263,-971.389416,0.0,0.0,4.427,4.232
406.926285,-971.147011,0.0,0.0,4.432,4.184
401.940656,-970.93113,0.0,0.0,4.437,4.135
396.955436,-970.75914,0.0,0.0,4.441,4.087
391.969684,-970.648408,0.0,0.0,4.446,4.038
386.982459,-970.616303,0.0,0.0,4.451,3.99
381.992822,-970.680191,0.0,0.0,4.588,4.29
376.99983,-970.857439,0.0,0.0,4.541,4.227
372.004261,-971.163104,0.0,0.0,4.494,4.164
367.012772,-971.604318,0.0,0.0,4.447,4.102
362.033281,-972.186515,0.0,0.0,4.405,4.088
357.073703,-972.915134,0.0,0.0,4.375,4.181
352.141956,-973.79561,0.0,0.0,4.345,4.274
347.245956,-974.833381,0.0,0.0,4.348,4.295
342.393619,-976.033881,0.0,0.0,4.361,4.298
337.592863,-977.402549,0.0,0.0,4.373,4.3
332.851604,-978.94482,0.0,0.0,4.479,4.192
328.177759,-980.666131,0.0,0.0,4.585,4.084
323.579221,-982.571872,0.0,0.0,4.691,3.976
319.061196,-984.661942,0.0,0.0,4.797,3.868
314.623705,-986.925655,0.0,0.0,4.675,4.006
310.266177,-989.351114,0.0,0.0,4.544,4.154
305.988041,-991.926424,0.0,0.0,4.442,4.287
301.788726,-994.639692,0.0,0.0,4.387,4.395
297.668058,-997.479562,0.0,0.0,4.332,4.504
293.630689,-1000.441276,0.0,0.0,4.467,4.382
289.684494,-1003.524473,0.0,0.0,4.643,4.209
285.837405,-1006.728875,0.0,0.0,4.53,4.393
282.097355,-1010.054204,0.0,0.0,4.309,4.71
278.472181,-1013.500107,0.0,0.0,4.324,4.68
274.966949,-1017.064072,0.0,0.0,4.387,4.576
271.583612,-1020.741161,0.0,0.0,4.459,4.456
268.323955,-1024.526309,0.0,0.0,4.546,4.302
265.189763,-1028.414449,0.0,0.0,4.634,4.148
262.182821,-1032.400513,0.0,0.0,4.667,4.147
259.304916,-1036.479436,0.0,0.0,4.688,4.177
256.557833,-1040.64615,0.0,0.0,4.71,4.206
253.943357,-1044.895589,0.0,0.0,4.681,4.151
251.463273,-1049.222686,0.0,0.0,4.645,4.086
249.119368,-1053.622375,0.0,0.0,4.607,4.046
246.912646,-1058.08949,0.0,0.0,4.553,4.142
244.83469,-1062.617676,0.0,0.0,4.498,4.239
242.870835,-1067.199791,0.0,0.0,4.444,4.335
241.006307,-1071.828676,0.0,0.0,4.426,4.365
239.226329,-1076.497174,0.0,0.0,4.422,4.37
237.516125,-1081.198129,0.0,0.0,4.418,4.375
235.860919,-1085.924382,0.0,0.0,4.414,4.38
234.245934,-1090.668776,0.0,0.0,4.41,4.386
232.656396,-1095.424154,0.0,0.0,4.405,4.391
231.077527,-1100.183357,0.0,0.0,4.401,4.396
229.494552,-1104.93923,0.0,0.0,4.397,4.401
227.892983,-1109.684757,0.0,0.0,4.393,4.406
226.26653,-1114.416996,0.0,0.0,4.389,4.411
224.618084,-1119.137567,0.0,0.0,4.384,4.417
222.95102,-1123.848327,0.0,0.0,4.38,4.422
221.268711,-1128.551137,0.0,0.0,4.376,4.427
219.574534,-1133.247854,0.0,0.0,4.372,4.432
217.871862,-1137.940337,0.0,0.0,4.368,4.437
216.164071,-1142.630447,0.0,0.0,4.364,4.442
214.454536,-1147.320041,0.0,0.0,4.359,4.448
212.746631,-1152.010978,0.0,0.0,4.357,4.451
211.043731,-1156.705119,0.0,0.0,4.359,4.452
209.348986,-1161.404194,0.0,0.0,4.362,4.453
207.662826,-1166.108408,0.0,0.0,4.364,4.454
205.983882,-1170.816953,0.0,0.0,4.367,4.455
204.310753,-1175.529003,0.0,0.0,4.369,4.456
202.642036,-1180.243732,0.0,0.0,4.371,4.457
200.976329,-1184.960313,0.0,0.0,4.374,4.458
199.312232,-1189.677921,0.0,0.0,4.376,4.459
197.648342,-1194.39573,0.0,0.0,4.378,4.46
195.983257,-1199.112913,0.0,0.0,4.381,4.46
194.315576,-1203.828644,0.0,0.0,4.383,4.461
192.643898,-1208.542098,0.0,0.0,4.386,4.462
190.966859,-1213.252471,0.0,0.0,4.388,4.463
189.284208,-1217.959605,0.0,0.0,4.39,4.464
187.596939,-1222.664063,0.0,0.0,4.393,4.465
185.90611,-1227.366447,0.0,0.0,4.395,4.466
184.212781,-1232.067359,0.0,0.0,4.397,4.467
182.518011,-1236.767401,0.0,0.0,4.4,4.468
180.822857,-1241.467175,0.0,0.0,4.402,4.469
179.12838,-1246.167282,0.0,0.0,4.404,4.469
177.435637,-1250.868325,0.0,0.0,4.407,4.47
175.745688,-1255.570904,0.0,0.0,4.409,4.471
174.059592,-1260.275623,0.0,0.0,4.412,4.472
172.378297,-1264.98302,0.0,0.0,4.414,4.473
170.701415,-1269.692897,0.0,0.0,4.416,4.474
169.027677,-1274.404564,0.0,0.0,4.419,4.475
167.355797,-1279.117322,0.0,0.0,4.421,4.476
165.684487,-1283.830471,0.0,0.0,4.423,4.477
164.012462,-1288.543315,0.0,0.0,4.426,4.478
162.338436,-1293.255153,0.0,0.0,4.428,4.478
160.661122,-1297.965287,0.0,0.0,4.431,4.479
158.979235,-1302.67302,0.0,0.0,4.433,4.48
157.291487,-1307.377651,0.0,0.0,4.435,4.481
155.596593,-1312.078483,0.0,0.0,4.438,4.482
153.893419,-1316.774893,0.0,0.0,4.44,4.483
152.185164,-1321.468445,0.0,0.0,4.442,4.484
150.479874,-1326.163148,0.0,0.0,4.445,4.485
148.78585,-1330.863137,0.0,0.0,4.447,4.486
147.111395,-1335.57255,0.0,0.0,4.449,4.487
145.46481,-1340.295523,0.0,0.0,4.452,4.487
143.848752,-1345.033627,0.0,0.0,4.465,4.374
142.231042,-1349.772592,0.0,0.0,4.479,4.249
140.566217,-1354.492109,0.0,0.0,4.476,4.368
138.808792,-1359.171858,0.0,0.0,4.366,4.465
136.913281,-1363.791518,0.0,0.0,4.242,4.481
134.835796,-1368.330651,0.0,0.0,4.114,4.387
132.551642,-1372.767402,0.0,0.0,3.986,4.266
130.048796,-1377.078978,0.0,0.0,3.882,4.274
127.315461,-1381.242573,0.0,0.0,3.785,4.317
124.339838,-1385.235378,0.0,0.0,3.688,4.36
121.110132,-1389.034584,0.0,0.0,3.743,4.299
117.621053,-1392.617262,0.0,0.0,3.884,4.179
113.889023,-1395.960071,0.0,0.0,4.026,4.055
109.934979,-1399.039584,0.0,0.0,4.169,3.926
105.779861,-1401.832376,0.0,0.0,4.146,3.92
101.444608,-1404.315021,0.0,0.0,3.729,4.203
96.950162,-1406.466359,0.0,0.0,3.546,4.324
92.317482,-1408.27904,0.0,0.0,3.684,4.224
87.567536,-1409.750919,0.0,0.0,3.816,4.139
82.721289,-1410.879858,0.0,0.0,3.907,4.155
77.799707,-1411.663719,0.0,0.0,3.997,4.172
72.823844,-1412.100188,0.0,0.0,3.873,4.259
67.82375,-1412.168106,0.0,0.0,3.708,4.359
62.846285,-1411.81113,0.0,0.0,3.544,4.46
57.938829,-1410.973314,0.0,0.0,3.738,4.296
53.112809,-1409.714474,0.0,0.0,3.98,4.099
48.340294,-1408.221155,0.0,0.0,4.174,3.978
43.600152,-1406.640662,0.0,0.0,4.145,4.227
38.900213,-1404.969929,0.0,0.0,4.115,4.476
34.254258,-1403.174998,0.0,0.0,4.192,4.564
29.676069,-1401.221915,0.0,0.0,4.312,4.586
25.179426,-1399.076723,0.0,0.0,4.435,4.552
20.777073,-1396.707989,0.0,0.0,4.56,4.487
16.453561,-1394.152909,0.0,0.0,4.608,4.45
12.162601,-1391.52374,0.0,0.0,4.615,4.429
7.856339,-1388.93656,0.0,0.0,4.622,4.407
3.486916,-1386.507442,0.0,0.0,4.612,4.374
-0.993522,-1384.352463,0.0,0.0,4.578,4.323
-5.624282,-1382.57162,0.0,0.0,4.544,4.272
-10.393375,-1381.168458,0.0,0.0,4.579,4.193
-15.26977,-1380.110714,0.0,0.0,4.62,4.134
-20.222403,-1379.366065,0.0,0.0,4.519,4.21
-25.220211,-1378.902191,0.0,0.0,4.429,4.334
-30.232153,-1378.687209,0.0,0.0,4.344,4.478
-35.229167,-1378.734069,0.0,0.0,4.443,4.38
-40.185857,-1379.138548,0.0,0.0,4.658,4.127
-45.077422,-1380.001737,0.0,0.0,4.763,3.968
-49.884427,-1381.327293,0.0,0.0,4.54,4.083
